Wed Dec 04 2019 14:47:45 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.091,0.0
0.186,0.0
0.279,0.0
0.374,0.0
0.466,0.0
0.553,0.0
0.649,0.5
0.742,7.8
0.837,17.4
0.93,18.6
1.023,18.6
1.116,18.6
1.207,18.6
1.301,18.6
1.394,18.7
1.487,18.8
1.583,18.8
1.677,18.8
1.767,18.9
1.865,18.9
1.967,19.0
2.076,19.0
2.146,19.1
2.243,19.1
2.334,19.1
2.422,19.1
2.518,19.1
2.612,19.2
2.703,19.2
2.812,19.2
2.917,19.3
2.98,19.3
3.076,19.3
3.168,19.3
3.256,19.3
3.355,19.4
3.449,19.4
3.541,19.4
3.635,19.4
3.728,19.4
3.821,19.4
3.918,19.4
4.01,19.4
4.1,19.5
4.198,19.5
4.286,19.5
4.38,19.4
4.478,19.4
4.568,19.4
4.664,19.1
4.755,11.9
4.847,1.5
4.944,0.0
5.036,0.0
5.137,0.0
5.232,0.0
5.317,-0.0
5.409,-0.0
5.5,-0.0
5.593,-0.0
5.688,-0.0
5.78,-0.0
5.869,-0.1
5.966,-0.1
6.06,-0.1
6.161,-0.1
6.246,-0.1
6.347,-0.1
6.441,-0.1
6.526,-0.1
6.619,-0.1
6.713,-0.1
6.806,-0.1
6.9,-0.1
6.996,-0.1
7.088,-0.1
7.18,-0.1
7.274,-0.1
7.368,-0.1
7.458,-0.1
7.551,-0.1
7.645,-0.1
7.74,-0.1
7.834,-0.1
7.935,-0.1
8.022,-0.1
8.123,-0.1
8.206,-0.1
8.299,-0.1
8.393,-0.1
8.493,-0.1
8.578,-0.1
8.671,-0.1
8.773,-0.1
8.86,-0.1
8.955,-0.1
9.046,-0.1
9.146,-0.1
9.233,-0.1
9.325,-0.1
9.423,-0.1
9.511,-0.1
