Wed Nov 27 2019 20:07:28 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.05,-0.5
0.149,-0.5
0.254,-0.5
0.371,-0.5
0.455,-0.5
0.566,-0.5
0.667,-0.5
0.771,-0.5
0.873,0.0
0.974,0.0
1.089,0.0
1.175,0.0
1.276,-0.5
1.385,-0.5
1.485,-0.5
1.598,-0.5
1.703,-0.5
1.81,0.0
1.886,0.0
1.989,0.0
2.099,0.0
2.191,0.0
2.29,0.0
2.39,-0.5
2.494,-0.5
2.594,-0.5
2.699,-0.5
2.798,-0.5
2.903,-0.5
2.999,-0.5
3.1,-0.5
3.201,-0.5
3.3,-0.5
3.393,-0.5
3.486,-0.5
3.595,-0.5
3.691,-0.5
3.787,-0.5
3.904,-0.5
3.992,-0.5
4.087,-0.5
4.189,-0.5
4.303,-0.5
4.404,-0.5
4.506,-11.0
4.605,-0.5
4.709,0.0
4.816,0.0
4.925,0.0
5.018,0.0
5.109,0.0
5.209,-0.5
5.31,0.0
5.413,-0.5
5.511,-0.5
5.611,-0.5
5.71,-0.5
5.81,-0.5
5.916,-0.5
6.013,-0.5
6.115,-0.5
6.255,-0.5
6.313,-0.5
6.415,-0.5
6.516,-0.5
6.616,-0.5
6.717,-0.5
6.817,-0.5
6.917,-0.5
7.019,-1.9
7.127,-0.5
7.208,-0.5
7.306,-0.5
7.394,-0.5
7.496,-0.5
7.596,-0.5
7.695,-0.5
7.797,0.0
7.898,0.0
8.002,0.0
8.103,-0.5
8.202,-0.5
8.301,0.0
8.405,-0.5
8.505,-0.5
