Wed Dec 04 2019 14:42:44 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.016,60.9
0.108,60.9
0.205,61.4
0.303,60.9
0.387,60.9
0.482,60.9
0.617,60.9
0.665,60.9
0.766,52.8
0.856,52.8
0.961,52.8
1.07,52.8
1.138,53.3
1.228,52.3
1.321,52.8
1.414,52.8
1.507,52.8
1.603,53.3
1.704,52.8
1.796,53.8
1.881,53.3
1.972,53.8
2.066,53.8
2.16,53.3
2.253,54.3
2.352,54.3
2.439,54.3
2.534,54.3
2.626,54.3
2.719,54.3
2.816,54.3
2.929,54.3
3.001,54.3
3.093,54.3
3.187,54.8
3.281,54.8
3.388,54.8
3.465,54.8
3.563,54.8
3.663,54.8
3.747,54.8
3.839,54.8
3.944,54.8
4.048,54.8
4.119,54.8
4.212,54.8
4.305,55.8
4.399,54.8
4.492,54.8
4.585,54.8
4.683,54.8
4.77,54.8
4.867,54.8
4.962,54.8
5.053,54.8
5.144,54.8
5.236,54.8
5.332,54.8
5.425,54.8
5.518,55.3
5.612,54.8
5.707,55.3
5.8,55.3
5.89,54.8
5.986,55.3
6.079,55.3
6.17,55.3
6.266,55.3
6.36,54.8
6.454,55.3
6.554,54.8
6.645,55.8
6.739,55.3
6.824,64.0
6.921,64.5
7.006,64.5
7.103,64.5
7.198,64.5
7.3,64.0
7.387,64.0
7.476,64.0
7.571,64.0
7.663,63.5
7.758,63.5
7.85,63.5
7.958,63.5
8.038,63.5
8.131,63.0
8.225,63.0
8.323,63.0
8.41,63.0
8.502,63.5
8.6,63.0
8.689,63.0
8.783,63.0
8.874,62.4
8.97,63.0
9.065,62.4
9.155,62.4
9.246,62.4
9.341,62.4
9.436,62.4
9.527,63.0
9.621,62.4
9.715,62.4
9.808,62.4
9.902,62.4
9.995,61.9
10.101,62.4
10.186,62.4
10.28,62.4
10.368,61.9
10.468,61.9
10.569,62.4
10.683,61.9
10.745,62.4
10.843,61.9
10.928,61.9
11.021,62.4
11.115,61.9
11.209,61.9
11.302,61.9
11.394,61.9
11.487,61.9
11.58,61.9
