Fri Nov 29 2019 14:42:37 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.022,96.9
0.114,96.9
0.209,96.9
0.306,96.9
0.396,96.4
0.488,95.9
0.621,95.9
0.675,96.4
0.766,78.7
0.858,64.4
0.957,52.8
1.054,43.1
1.139,36.0
1.231,28.9
1.326,23.3
1.425,18.8
1.509,14.2
1.6,11.1
1.697,8.1
1.789,6.1
1.883,4.0
1.983,2.5
2.073,2.0
2.164,0.5
2.256,0.5
2.349,-0.0
2.442,-0.5
2.535,-0.5
2.624,-0.5
2.722,-0.0
2.812,-0.5
2.904,-0.0
3.001,-0.5
3.101,-0.5
3.189,-0.0
3.287,-0.5
3.376,-0.5
3.47,-0.5
3.561,-0.5
3.651,-0.0
3.745,-0.5
3.835,-0.0
3.932,-0.5
4.027,-0.5
4.123,-0.0
4.212,-0.5
4.305,-0.0
4.397,-0.5
4.491,-0.0
4.583,-0.5
4.674,-0.5
4.769,-0.0
4.863,-0.5
4.953,-0.5
5.05,-0.5
5.148,-0.5
5.237,-0.0
5.33,-0.5
5.422,-0.5
5.516,-0.5
5.608,-0.5
5.701,-0.0
5.794,-0.5
5.891,-0.0
5.981,-0.5
6.074,-0.5
6.173,-0.0
6.261,-0.5
6.36,-0.5
6.448,-0.5
6.541,-0.5
6.684,-0.5
6.827,-0.0
6.83,-0.5
6.956,-0.5
7.097,-0.5
7.102,-0.5
7.224,-0.5
7.313,-0.0
7.374,-0.5
7.471,-0.0
7.564,-0.5
7.658,-0.5
7.748,-0.0
7.841,-0.5
7.939,-0.0
8.034,-0.5
8.124,-0.5
8.223,-0.5
8.309,-0.5
8.403,-0.0
8.495,-0.5
8.59,-0.0
8.687,-0.0
8.776,-0.5
8.871,-0.0
8.962,-0.5
9.054,-0.5
9.149,-0.0
9.241,-0.5
9.332,-0.0
9.425,-0.5
9.52,-0.5
9.613,-0.0
9.707,-0.5
9.797,-0.0
9.904,-0.5
9.989,-0.5
10.074,-0.0
10.194,-0.5
10.274,-0.0
10.362,-0.5
10.452,-0.5
10.545,-0.5
10.636,-0.5
10.73,-0.5
10.822,-0.5
10.918,-0.0
11.006,-0.5
11.104,-0.0
11.196,-0.0
11.3,-0.5
11.385,-0.0
11.474,-0.5
11.583,-0.0
11.657,-0.5
