Sat Nov 30 2019 12:02:39 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.039,85.5
0.127,85.5
0.222,85.5
0.313,85.5
0.411,85.5
0.502,85.5
0.638,85.5
1.621,0.6
1.713,9.6
1.802,19.5
1.897,18.5
1.996,16.3
2.098,14.2
2.183,12.0
2.288,10.4
2.365,9.2
2.592,8.0
2.595,7.0
2.704,6.3
2.768,5.7
2.85,5.2
2.926,4.8
3.018,4.4
3.114,4.1
3.209,3.9
3.296,3.8
3.398,3.7
3.486,3.7
3.576,3.7
3.678,3.6
3.765,3.6
3.86,3.6
3.948,3.6
4.044,3.6
4.143,3.6
4.234,3.6
4.327,3.6
4.417,3.5
4.51,3.5
4.606,3.5
4.699,3.5
4.794,3.5
4.886,3.5
4.977,3.4
5.08,3.4
5.17,3.4
5.256,3.4
5.351,3.4
5.443,3.4
5.534,3.4
5.63,3.4
5.724,3.4
5.816,3.4
5.918,3.4
6.003,3.4
6.092,3.4
6.186,3.4
6.286,3.4
6.377,3.4
6.468,3.4
6.565,3.4
6.663,3.4
6.746,3.4
6.844,3.4
6.939,3.4
7.035,3.4
7.122,3.4
7.217,3.4
7.323,3.4
7.403,3.4
7.497,3.4
7.586,3.4
7.685,3.4
7.776,3.4
7.868,3.4
7.961,3.4
8.053,3.4
8.155,3.4
8.245,3.4
8.352,3.4
8.42,3.4
8.551,3.4
8.626,3.4
8.706,3.4
8.796,3.4
8.91,3.4
8.984,3.4
9.08,3.4
9.169,3.4
9.258,3.4
9.357,3.4
9.453,3.4
9.556,3.4
