Wed Dec 04 2019 14:34:34 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.017,-0.0
0.084,-0.0
0.179,-0.0
0.271,-0.0
0.365,-0.0
0.459,-0.0
0.563,-0.0
0.639,0.1
0.733,1.8
0.825,3.8
0.919,4.1
1.011,4.2
1.105,4.2
1.201,4.2
1.297,4.2
1.397,4.3
1.492,4.3
1.581,4.3
1.672,4.3
1.766,4.3
1.866,4.4
1.95,4.4
2.043,4.4
2.137,4.4
2.23,4.4
2.324,4.4
2.414,4.5
2.511,4.5
2.603,4.5
2.694,4.5
2.791,4.5
2.883,4.5
2.976,4.5
3.068,4.5
3.163,4.5
3.261,4.6
3.357,4.6
3.447,4.6
3.533,4.6
3.628,4.6
3.72,4.6
3.815,4.6
3.916,4.6
4.014,4.6
4.101,4.6
4.187,4.7
4.283,4.7
4.378,4.7
4.473,4.7
4.564,4.7
4.66,4.7
4.756,4.7
4.86,4.7
4.936,4.7
5.033,4.7
5.128,4.7
5.215,4.7
5.308,4.7
5.403,4.7
5.495,4.8
5.592,4.8
5.679,4.8
5.771,4.8
5.903,4.8
5.968,4.8
6.052,4.8
6.153,4.8
6.245,4.8
6.335,4.8
6.429,4.8
6.517,4.8
6.615,4.8
6.708,4.8
6.801,4.8
6.893,4.9
6.99,4.9
7.079,4.9
7.179,4.9
7.272,4.9
7.358,4.9
7.459,4.9
7.558,4.9
7.644,4.9
7.731,4.9
7.823,4.9
7.924,4.9
8.009,4.9
8.126,4.9
8.199,4.9
8.29,5.0
8.387,5.0
8.486,5.0
8.576,5.0
8.666,5.0
8.776,5.0
8.852,5.0
8.946,5.0
9.048,5.0
9.134,5.0
9.225,5.0
9.323,5.0
9.409,5.0
9.504,5.0
9.597,5.0
9.691,5.0
9.79,5.0
9.882,5.0
9.969,5.0
10.06,5.0
10.165,5.0
10.252,5.0
10.343,5.0
10.437,5.0
10.53,5.0
10.623,5.0
10.718,5.0
10.808,3.1
10.903,0.5
10.999,0.1
11.091,0.1
11.183,0.1
11.277,0.1
11.384,0.1
11.473,0.1
11.556,0.0
11.648,0.0
11.75,0.0
11.833,0.0
11.928,0.0
12.02,0.0
12.114,0.0
12.22,0.0
12.303,0.0
12.415,0.0
12.49,0.0
12.581,0.0
12.675,0.0
12.769,0.0
12.861,0.0
12.965,0.0
13.05,0.0
13.159,-0.0
13.239,-0.0
13.331,0.0
13.441,0.0
13.54,0.0
13.632,-0.0
13.7,-0.0
13.798,-0.0
13.894,-0.0
13.982,0.0
14.084,0.0
14.169,-0.0
14.269,-0.0
14.358,-0.0
14.449,-0.0
14.544,-0.0
14.636,0.0
14.731,-0.0
14.824,-0.0
14.917,-0.0
15.01,-0.0
15.102,-0.0
15.197,-0.0
15.29,-0.0
15.383,-0.0
15.482,-0.0
15.57,-0.0
