Fri Nov 29 2019 14:41:36 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.067,-0.1
0.165,-0.1
0.263,-0.1
0.351,-0.1
0.442,-0.1
0.535,-0.1
0.634,0.3
0.728,7.6
0.81,15.9
0.91,14.3
1,11.6
1.102,9.5
1.192,7.9
1.288,6.7
1.371,5.6
1.465,4.7
1.56,3.9
1.653,3.2
1.746,2.6
1.836,2.1
1.935,1.6
2.023,1.3
2.119,1.0
2.214,0.8
2.308,0.6
2.406,0.5
2.492,0.5
2.586,0.5
2.682,0.5
2.77,0.5
2.86,0.5
2.955,0.4
3.051,0.4
3.142,0.4
3.239,0.4
3.333,0.4
3.426,0.4
3.514,0.4
3.606,0.4
3.7,0.4
3.794,0.4
3.882,0.4
3.979,0.4
4.078,0.4
4.167,0.4
4.262,0.4
4.358,0.4
4.448,0.4
4.543,0.4
4.635,0.4
4.732,0.4
4.821,0.3
4.914,0.3
5.006,0.3
5.099,0.3
5.191,0.3
5.287,0.3
5.384,0.3
5.475,0.3
5.564,0.3
5.664,0.3
5.755,0.3
5.844,0.3
5.932,0.3
6.029,0.3
6.124,0.3
6.213,0.3
6.31,0.3
6.406,0.3
6.495,0.3
6.588,0.3
6.681,0.3
6.774,0.3
6.867,0.3
6.96,0.3
7.053,0.3
7.146,0.3
7.236,0.3
7.338,0.3
7.432,0.3
7.538,0.3
7.671,0.3
7.708,0.3
7.812,0.3
7.944,0.3
8.09,0.3
8.093,0.3
8.171,0.3
8.264,0.3
8.361,0.3
8.454,0.3
8.541,0.3
8.637,0.3
8.732,0.3
8.823,0.3
8.916,0.3
9.016,0.3
9.104,0.3
9.192,0.3
9.284,0.3
9.38,0.3
9.479,0.3
