Sat Nov 30 2019 13:16:15 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.022,-0.4
0.12,-0.5
0.215,-0.5
0.317,-0.5
0.403,-0.5
0.512,-0.4
0.638,-0.5
0.686,0.1
0.77,9.5
0.897,19.6
0.957,17.5
1.049,14.3
1.144,11.8
1.235,9.7
1.334,8.0
1.425,6.5
1.518,5.3
1.616,4.2
1.709,3.3
1.805,2.5
1.896,1.9
1.989,1.3
2.083,0.9
2.174,0.5
2.266,0.3
2.367,0.1
2.452,0.0
2.548,-0.0
2.639,-0.0
2.742,-0.0
2.852,-0.0
2.921,-0.1
3.02,-0.0
3.107,-0.1
3.212,-0.1
3.311,-0.1
3.397,-0.1
3.477,-0.1
3.594,-0.1
3.669,-0.1
3.761,-0.1
3.866,-0.0
3.956,-0.0
4.035,-0.0
4.13,-0.0
4.231,-0.0
4.318,-0.0
4.408,-0.0
4.506,-0.0
4.6,-0.0
4.694,-0.0
4.785,-0.0
4.888,-0.0
4.973,-0.1
5.069,-0.1
5.158,-0.0
5.257,-0.1
5.345,-0.1
5.438,-0.1
5.534,-0.1
5.625,-0.1
5.731,-0.1
5.811,-0.1
5.907,-0.1
5.997,-0.0
6.089,-0.1
6.186,-0.1
6.28,-0.1
6.378,-0.1
6.464,-0.1
6.558,-0.1
6.65,-0.1
6.744,-0.1
6.839,-0.1
6.931,-0.1
7.035,-0.1
7.118,-0.1
7.21,-0.1
7.308,-0.1
7.398,-0.1
7.491,-0.1
7.583,-0.1
7.678,-0.1
7.771,-0.1
7.866,-0.1
7.958,-0.1
8.061,-0.1
8.142,-0.1
8.239,-0.1
8.331,-0.1
8.43,-0.1
8.518,-0.1
8.612,-0.1
