Wed Dec 04 2019 14:39:17 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.021,40.6
0.116,40.6
0.207,40.6
0.3,40.6
0.395,40.6
0.492,40.6
0.631,40.6
0.671,39.1
0.768,32.0
0.86,32.0
0.953,31.5
1.046,32.0
1.139,32.0
1.23,32.0
1.326,32.0
1.42,32.0
1.514,32.0
1.613,32.0
1.702,31.5
1.793,32.0
1.888,31.5
1.979,32.0
2.072,32.0
2.167,32.0
2.259,32.5
2.354,32.5
2.446,32.5
2.539,32.5
2.632,33.0
2.742,32.5
2.819,32.5
2.914,33.0
3.007,32.5
3.104,33.0
3.192,33.0
3.285,33.0
3.38,33.0
3.473,33.0
3.568,33.0
3.657,33.0
3.752,33.0
3.852,33.0
3.939,33.0
4.032,33.0
4.124,33.0
4.219,33.0
4.311,33.0
4.405,33.0
4.497,33.0
4.594,33.0
4.71,33.0
4.774,33.0
4.87,33.0
4.964,33.0
5.059,33.0
5.15,33.0
5.243,33.0
5.337,33.0
5.43,33.5
5.523,33.0
5.614,33.5
5.711,33.0
5.803,33.0
5.897,33.0
5.992,33.0
6.085,33.5
6.178,33.5
6.271,33.0
6.363,33.5
6.456,33.5
6.551,33.5
6.644,33.0
6.737,33.0
6.829,33.5
6.922,33.5
7.017,33.5
7.112,33.5
7.202,33.0
7.308,33.5
7.39,34.0
7.485,33.5
7.578,33.5
7.67,33.5
7.771,33.5
7.856,33.5
7.948,33.5
8.054,33.5
8.143,33.5
8.229,33.5
8.321,33.0
8.416,33.5
8.508,33.5
8.603,33.5
8.696,33.5
8.789,41.1
8.888,42.1
8.974,42.1
9.068,42.1
9.169,42.6
9.255,42.1
9.347,42.6
9.441,42.1
9.534,42.6
9.631,42.6
9.718,42.1
9.816,42.6
9.91,42.1
10.002,42.6
10.094,42.1
10.191,42.1
10.289,42.6
10.372,42.1
10.468,42.1
10.56,42.1
10.65,42.1
10.749,42.1
10.849,42.1
10.941,42.1
11.029,42.1
11.123,41.6
11.213,42.1
11.307,41.6
11.403,42.1
11.495,42.1
11.585,41.6
11.679,42.1
11.773,41.6
11.867,42.1
11.959,41.6
12.054,41.6
12.148,42.1
12.244,41.1
12.333,41.6
12.449,41.6
12.522,41.6
12.613,42.1
12.709,41.6
12.799,41.6
12.892,41.6
12.993,41.6
13.089,41.6
13.176,41.1
13.265,41.6
13.358,41.6
13.451,41.6
13.551,41.6
