Fri Nov 29 2019 14:43:21 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.05,-0.1
0.141,-0.1
0.233,-0.1
0.325,-0.1
0.418,-0.1
0.519,-0.1
0.621,-0.1
0.697,0.4
0.798,7.7
0.884,15.9
0.979,14.3
1.073,11.6
1.171,9.5
1.257,7.9
1.382,6.7
1.442,5.6
1.536,4.7
1.629,3.9
1.722,3.2
1.824,2.6
1.911,2.1
2.003,1.6
2.095,1.3
2.188,1.0
2.282,0.8
2.374,0.6
2.467,0.6
2.56,0.5
2.654,0.5
2.747,0.5
2.851,0.5
2.933,0.5
3.027,0.5
3.12,0.5
3.213,0.5
3.306,0.5
3.395,0.5
3.489,0.5
3.585,0.5
3.676,0.5
3.783,0.5
3.864,0.4
3.953,0.4
4.047,0.4
4.138,0.4
4.234,0.4
4.325,0.4
4.417,0.4
4.511,0.4
4.612,0.4
4.698,0.4
4.797,0.4
4.894,0.4
4.982,0.4
5.077,0.4
5.169,0.4
5.261,0.4
5.356,0.4
5.447,0.4
5.551,0.4
5.683,0.4
5.754,0.4
5.823,0.4
5.917,0.4
6.007,0.3
6.099,0.3
6.196,0.3
6.286,0.3
6.375,0.4
6.474,0.4
6.563,0.4
6.661,0.3
6.747,0.3
6.839,0.3
6.941,0.3
7.032,0.3
7.125,0.3
7.219,0.3
7.312,0.3
7.401,0.3
7.494,0.3
7.604,0.3
7.687,0.3
7.788,0.3
7.875,0.3
7.964,0.3
8.057,0.3
8.148,0.3
8.241,0.3
8.335,0.3
8.428,0.3
8.522,0.3
8.615,0.3
