Thu Dec 19 2019 20:57:47 GMT-0800 (Pacific Standard Time)
Time (s),Exit Temperature (Celsius)
0.017,NaN
0.207,NaN
0.402,NaN
0.607,NaN
0.794,NaN
0.991,NaN
1.185,NaN
1.382,NaN
1.575,NaN
1.77,NaN
1.965,NaN
2.161,NaN
2.356,NaN
2.553,NaN
2.75,NaN
2.943,NaN
3.14,NaN
3.338,NaN
3.531,NaN
3.726,NaN
3.935,NaN
4.116,NaN
4.311,NaN
4.506,NaN
4.701,NaN
4.899,NaN
5.095,NaN
5.29,NaN
5.487,NaN
5.682,NaN
5.878,NaN
6.073,NaN
6.267,NaN
6.462,NaN
6.658,NaN
6.855,NaN
7.05,NaN
7.246,NaN
7.442,NaN
7.637,NaN
7.875,NaN
8.029,NaN
8.226,NaN
8.425,NaN
8.616,NaN
8.812,NaN
9.004,NaN
9.199,NaN
9.403,NaN
9.595,NaN
9.787,NaN
9.982,NaN
10.177,NaN
10.375,NaN
10.569,NaN
10.775,NaN
10.963,NaN
11.159,NaN
11.351,NaN
11.554,NaN
11.742,NaN
11.941,NaN
12.134,NaN
12.329,NaN
12.524,NaN
12.719,NaN
12.916,NaN
13.11,NaN
13.307,NaN
13.501,NaN
13.705,NaN
13.907,NaN
14.096,NaN
14.287,NaN
14.48,NaN
14.675,NaN
14.87,NaN
15.07,NaN
15.261,NaN
15.459,NaN
