Mon Dec 23 2019 18:17:05 GMT-0800 (Pacific Standard Time)
Time (s),Exit Temperature (Celsius)
0.135,NaN
0.33,NaN
0.527,NaN
0.721,NaN
0.918,NaN
1.118,NaN
1.31,NaN
1.505,NaN
1.701,NaN
1.9,NaN
2.092,NaN
2.287,NaN
2.482,NaN
2.679,NaN
2.877,NaN
3.07,NaN
3.266,NaN
3.46,NaN
3.657,NaN
3.853,NaN
4.046,NaN
4.242,NaN
4.439,NaN
4.637,NaN
4.829,NaN
5.024,NaN
5.227,NaN
