Fri Nov 29 2019 14:37:57 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.005,-0.3
0.097,-0.3
0.185,-0.3
0.276,-0.3
0.371,-0.3
0.463,-0.4
0.553,-0.3
0.651,0.1
0.746,7.6
0.837,16.6
0.929,16.2
1.026,14.4
1.111,12.9
1.207,11.7
1.302,10.7
1.395,10.0
1.485,9.5
1.583,9.0
1.669,8.6
1.77,8.3
1.855,8.1
1.952,7.8
2.052,7.6
2.146,7.4
2.233,7.3
2.326,7.2
2.43,7.1
2.515,7.0
2.605,6.9
2.696,6.9
2.797,6.8
2.887,6.7
2.978,6.6
3.077,6.6
3.164,6.6
3.262,6.5
3.349,6.5
3.451,6.5
3.536,6.4
3.63,6.4
3.722,6.4
3.813,6.4
3.91,6.3
3.999,6.3
4.098,6.3
4.193,6.3
4.285,6.3
4.377,6.3
4.471,6.3
4.566,6.3
4.653,6.2
4.744,3.9
4.837,0.6
4.929,-0.0
5.035,-0.1
5.125,-0.2
5.212,-0.2
5.308,-0.2
5.397,-0.2
5.489,-0.2
5.583,-0.2
5.713,-0.2
5.838,-0.3
5.867,-0.3
5.961,-0.3
6.048,-0.3
6.147,-0.3
6.236,-0.3
6.33,-0.3
6.446,-0.3
6.512,-0.3
6.609,-0.3
6.712,0.1
6.835,7.6
6.889,16.2
6.984,10.2
7.07,1.5
7.172,0.3
7.26,0.3
7.354,0.3
7.447,0.3
7.542,0.3
7.631,0.3
7.726,0.3
7.823,0.3
7.914,0.3
8.006,0.3
8.145,0.3
8.237,0.3
8.289,0.2
8.379,0.1
8.472,0.1
8.579,0.0
8.706,-0.0
8.751,-0.1
8.839,-0.1
8.937,-0.2
9.025,-0.2
9.124,-0.1
9.218,-0.1
9.316,-0.1
9.402,-0.1
9.494,-0.1
