Fri Nov 29 2019 14:39:02 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.087,-0.4
0.182,-0.4
0.277,-0.4
0.375,-0.4
0.463,-0.4
0.555,-0.4
0.649,0.1
0.74,7.2
0.838,15.3
0.935,13.7
1.03,11.0
1.115,9.0
1.209,7.5
1.305,6.2
1.397,5.2
1.488,4.3
1.578,3.5
1.67,2.9
1.766,2.3
1.859,1.7
1.966,1.3
2.046,0.9
2.142,0.6
2.233,0.4
2.325,0.3
2.415,0.2
2.512,0.2
2.604,0.1
2.703,0.1
2.788,0.1
2.885,0.1
2.979,0.1
3.072,0.1
3.163,0.1
3.256,0.1
3.349,0.1
3.443,0.1
3.533,0.1
3.639,0.1
3.718,0.1
3.818,0.1
3.906,0.1
4.001,0.1
4.092,0.1
4.186,0.1
4.279,0.1
4.373,0.1
4.466,0.1
4.562,0.1
4.652,0.1
4.749,0.1
4.833,0.0
4.932,0.1
5.033,0.1
5.118,0.1
5.21,0.0
5.311,0.0
5.398,0.0
5.491,0.0
5.582,0.0
5.674,0.1
5.775,0.1
5.859,0.0
5.956,0.0
6.05,0.0
6.143,0.0
6.235,0.0
6.327,0.0
6.425,0.0
6.515,0.0
6.607,0.0
6.699,0.0
6.799,0.0
6.884,0.0
6.988,0.0
7.078,0.0
7.169,0.0
7.261,0.0
7.353,0.0
7.446,0.0
7.541,0.0
7.632,0.0
7.734,0.0
7.831,0.0
7.91,0.0
8.004,0.0
8.103,0.0
8.198,0.0
8.284,0.0
8.383,0.0
8.469,0.0
8.56,0.0
8.652,0.0
8.742,0.0
8.843,0.0
8.928,0.0
9.026,0.0
9.126,0.0
9.219,0.0
9.307,-0.0
9.407,0.0
9.497,0.0
