Thu Dec 19 2019 20:58:59 GMT-0800 (Pacific Standard Time)
Time (s),Exit Temperature (Celsius)
0.05,NaN
0.241,NaN
0.436,NaN
0.633,NaN
0.829,NaN
1.024,NaN
1.225,NaN
1.421,NaN
1.619,NaN
1.811,NaN
2.004,NaN
2.2,NaN
2.395,NaN
2.592,NaN
2.785,NaN
2.983,NaN
3.178,NaN
3.377,NaN
3.574,NaN
3.766,NaN
3.961,NaN
4.195,NaN
4.355,NaN
4.559,NaN
4.742,NaN
4.938,NaN
5.133,NaN
5.335,NaN
5.525,NaN
5.72,NaN
5.93,NaN
6.11,NaN
6.308,NaN
6.512,NaN
6.705,NaN
6.894,NaN
7.104,NaN
7.294,NaN
7.481,NaN
7.678,NaN
7.876,NaN
8.068,NaN
8.264,NaN
8.459,NaN
8.654,NaN
8.85,NaN
9.052,NaN
9.242,NaN
9.44,NaN
9.631,NaN
9.828,NaN
10.024,NaN
10.22,NaN
10.416,NaN
10.612,NaN
10.806,NaN
11.004,NaN
11.197,NaN
11.392,NaN
11.588,NaN
11.786,NaN
11.981,NaN
12.175,NaN
12.401,NaN
12.565,NaN
12.762,NaN
12.959,NaN
13.154,NaN
13.349,NaN
13.544,NaN
13.745,NaN
13.948,NaN
14.134,NaN
14.325,NaN
14.522,NaN
14.724,NaN
14.919,NaN
15.107,NaN
15.303,NaN
15.5,NaN
