Mon Dec 23 2019 18:17:05 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.058,0.7
0.153,0.7
0.252,0.7
0.349,0.8
0.449,0.8
0.55,0.7
0.642,0.7
0.74,0.3
0.842,-0.2
0.938,-0.1
1.04,-0.0
1.141,-0.0
1.237,0.1
1.346,0.1
1.424,0.1
1.527,0.1
1.622,0.1
1.721,0.1
1.816,0.3
1.922,0.5
2.011,0.7
2.115,0.7
2.212,0.7
2.31,0.7
2.403,0.6
2.502,0.7
2.601,0.8
2.697,0.8
2.799,0.8
2.892,0.7
2.991,0.7
3.087,0.8
3.189,0.8
3.284,0.8
3.384,0.8
3.479,0.8
3.581,0.8
3.678,0.8
3.777,0.8
3.874,0.9
3.973,0.9
4.065,0.8
4.163,0.7
4.261,0.8
4.361,0.8
4.462,0.7
4.557,0.8
4.654,0.7
4.753,0.7
4.853,0.8
4.95,0.9
5.043,0.9
5.144,0.9
5.243,0.9
5.336,0.9
