Wed Nov 27 2019 20:09:07 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.065,84.6
0.168,84.6
0.266,84.1
0.368,84.1
0.469,84.1
0.567,84.1
0.669,80.3
0.776,58.3
0.876,52.6
0.97,42.5
1.117,33.9
1.169,26.8
1.271,21.5
1.383,17.2
1.476,12.9
1.573,10.0
1.675,7.2
1.775,4.8
1.876,3.4
1.979,1.9
2.073,1.0
2.182,0.0
2.283,0.0
2.386,0.0
2.487,-0.5
2.589,0.0
2.685,0.0
2.79,0.0
2.891,-0.5
3.002,0.0
3.09,0.0
3.194,0.0
3.295,0.0
3.394,-0.5
3.493,-0.5
3.596,-0.5
3.694,0.0
3.797,0.0
3.895,0.0
3.996,0.0
4.097,-0.5
4.198,-0.5
4.298,-0.5
4.406,0.0
4.499,-0.5
4.604,0.0
4.702,0.0
4.801,0.0
4.905,0.0
5.006,0.0
5.117,0.0
5.217,0.0
5.317,0.0
5.417,0.0
5.519,0.0
5.617,0.0
5.718,0.0
5.818,0.0
5.916,0.0
6.018,0.0
6.122,0.0
6.241,0.0
6.318,0.0
6.429,0.0
6.521,0.0
6.618,0.0
6.716,0.0
6.815,0.0
6.919,0.0
7.022,0.0
7.12,0.0
7.219,0.0
7.319,-11.0
7.42,0.0
7.525,2.9
7.622,14.3
7.725,25.3
7.826,35.9
7.925,45.4
8.037,54.0
8.13,62.1
8.233,68.8
8.329,74.1
8.427,78.4
8.527,81.3
