Wed Dec 04 2019 14:54:34 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.251,100.5
0.254,101.0
0.256,101.0
0.258,100.5
0.26,101.0
0.403,100.5
0.405,101.0
0.466,100.5
0.547,101.0
0.616,100.5
0.711,99.5
0.805,93.9
0.91,92.9
0.991,92.9
1.087,93.4
1.185,93.4
1.271,93.9
1.364,93.9
1.461,93.9
1.553,94.4
1.644,94.9
1.738,94.9
1.831,94.9
1.939,95.4
2.018,95.4
2.116,94.9
2.211,95.4
2.303,95.4
2.389,95.9
2.483,95.9
2.579,95.9
2.68,95.9
2.765,97.0
2.856,106.1
2.95,106.1
3.043,106.1
3.136,106.1
3.234,105.6
3.325,105.6
3.419,105.1
3.516,104.6
3.609,104.6
3.699,104.1
3.789,104.1
3.882,104.1
3.979,103.6
4.069,103.6
4.166,102.5
4.258,103.0
4.35,102.5
4.443,102.5
4.535,102.5
4.633,102.0
4.725,102.0
4.815,102.0
4.909,102.0
5.001,102.0
5.095,102.0
5.205,102.0
5.279,101.5
5.374,102.0
5.468,102.0
5.593,101.5
5.668,102.0
5.754,101.5
5.844,101.5
5.935,101.5
6.027,101.5
6.121,102.0
6.215,101.5
6.312,101.5
6.404,101.5
6.495,101.5
6.588,101.5
6.681,101.5
6.774,101.5
6.879,101.5
6.96,101.5
7.078,101.5
7.151,101.5
7.24,101.5
7.336,101.0
7.429,101.5
7.522,101.5
7.613,101.0
