Wed Dec 04 2019 14:41:30 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.008,0.0
0.097,0.0
0.193,0.0
0.294,0.0
0.384,0.0
0.475,0.0
0.569,0.0
0.662,0.4
0.762,5.9
0.847,13.1
0.939,14.0
1.035,14.0
1.126,14.0
1.221,14.0
1.314,14.0
1.406,14.0
1.5,14.1
1.59,14.2
1.685,14.2
1.779,14.2
1.873,14.3
1.963,14.3
2.06,14.3
2.154,14.4
2.248,14.4
2.34,14.4
2.443,14.5
2.541,14.5
2.618,14.5
2.715,14.5
2.807,14.6
2.902,14.6
2.993,14.6
3.087,14.7
3.18,14.7
3.285,14.7
3.366,14.7
3.456,14.7
3.548,14.7
3.644,14.8
3.739,14.8
3.829,14.8
3.929,14.8
4.015,14.8
4.109,14.8
4.205,14.8
4.299,14.8
4.39,14.9
4.481,14.9
4.576,14.9
4.678,14.9
4.762,14.9
4.856,14.9
4.95,14.9
5.042,14.9
5.134,14.9
5.228,14.9
5.323,14.9
5.416,15.0
5.507,15.0
5.603,15.0
5.696,15.0
5.788,15.0
5.882,15.0
5.978,15.0
6.07,15.0
6.163,15.0
6.258,15.0
6.347,15.0
6.442,15.0
6.538,15.0
6.634,15.0
6.722,14.7
6.823,9.2
6.915,1.2
7.012,0.1
7.095,0.0
7.205,0.0
7.28,0.0
7.375,0.0
7.47,0.0
7.595,0.0
7.653,0.0
7.748,0.0
7.839,0.0
7.935,0.0
8.032,0.0
8.129,-0.0
8.239,-0.0
8.326,-0.0
8.399,-0.0
8.496,-0.0
8.636,-0.0
8.678,-0.0
8.773,-0.0
8.865,-0.0
8.973,-0.0
9.059,-0.0
9.149,-0.1
9.248,-0.1
9.346,-0.1
9.423,-0.1
9.519,-0.1
9.619,-0.1
9.718,-0.1
9.818,-0.1
9.896,-0.1
9.995,-0.1
10.08,-0.1
10.174,-0.1
10.266,-0.1
10.358,-0.1
10.454,-0.1
10.547,-0.1
10.674,-0.1
10.732,-0.1
10.824,-0.1
10.921,-0.1
11.011,-0.1
11.115,-0.1
11.21,-0.1
11.295,-0.1
11.386,-0.1
11.479,-0.1
11.576,-0.1
