Wed Nov 27 2019 20:08:49 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.089,84.6
0.189,84.6
0.289,84.6
0.391,84.6
0.491,84.1
0.632,84.1
0.789,80.3
0.795,48.3
0.896,50.7
0.998,42.5
1.118,33.9
1.195,26.8
1.299,21.5
1.414,19.1
1.5,12.4
1.608,9.6
1.7,6.7
1.799,4.8
1.905,3.4
2.004,1.9
2.171,0.5
2.203,0.0
2.312,0.0
2.442,-0.5
2.576,-11.0
2.604,0.0
2.716,0.0
2.823,0.0
2.911,-0.5
3.019,-0.5
3.11,-0.5
3.208,-0.5
3.307,-0.5
3.409,-0.5
3.511,-0.5
3.612,-0.5
3.713,-0.5
3.817,-0.5
3.915,-0.5
4.013,-0.5
4.117,-0.5
4.218,-0.5
4.317,-0.5
4.423,-0.5
4.517,-0.5
4.623,-0.5
4.716,-0.5
4.822,0.0
4.921,0.0
5.021,-0.5
5.12,0.0
5.224,0.0
5.324,0.0
5.436,-0.5
5.52,-0.5
5.621,-0.5
5.725,-0.5
5.826,-0.5
5.925,-0.5
6.025,-0.5
6.155,-0.5
6.235,-0.5
6.337,-0.5
6.431,-0.5
6.531,-11.0
6.627,-0.5
6.732,-0.5
6.831,-0.5
6.955,-0.5
7.038,-0.5
7.141,0.0
7.248,-0.5
7.336,-0.5
7.438,0.0
7.533,-0.5
7.634,0.0
7.733,-0.5
7.834,0.0
7.94,0.0
8.038,0.0
8.147,0.0
8.234,0.0
8.341,0.0
8.439,0.0
8.54,0.0
8.641,0.0
8.742,0.0
8.838,-0.5
8.94,-0.5
9.041,0.0
9.141,0.0
9.246,-0.5
9.346,-0.5
9.443,-0.5
9.546,0.0
9.647,-0.5
9.74,0.0
9.842,-0.5
9.954,-0.5
10.044,-0.5
10.148,-0.5
10.27,-0.5
10.349,-0.5
10.446,0.0
10.548,0.0
