Fri Nov 29 2019 14:40:45 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.034,-0.1
0.132,-0.1
0.222,-0.1
0.314,-0.1
0.411,-0.1
0.509,-0.0
0.659,-0.0
0.683,0.4
0.782,7.6
0.872,15.8
0.966,14.2
1.06,11.5
1.148,9.4
1.247,7.8
1.348,6.6
1.432,5.6
1.549,4.7
1.625,3.9
1.733,3.2
1.801,2.6
1.89,2.1
1.987,1.6
2.079,1.3
2.173,1.0
2.26,0.8
2.357,0.6
2.458,0.5
2.551,0.5
2.642,0.5
2.738,0.4
2.83,0.5
2.925,0.4
3.018,0.4
3.106,0.4
3.196,0.4
3.294,0.4
3.39,0.4
3.477,0.4
3.571,0.4
3.664,0.4
3.766,0.4
3.851,0.4
3.943,0.4
4.038,0.4
4.127,0.4
4.221,0.4
4.315,0.4
4.405,0.4
4.504,0.4
4.603,0.4
4.686,0.4
4.786,0.4
4.881,0.3
4.974,0.3
5.065,0.3
5.154,0.4
5.255,0.3
5.344,0.3
5.434,0.3
5.536,0.3
5.619,0.3
5.712,0.3
5.81,0.3
5.898,0.3
5.995,0.3
6.086,0.3
6.174,0.3
6.275,0.3
6.366,0.3
6.459,0.3
6.553,0.3
6.645,0.3
6.74,0.3
6.831,0.3
6.923,0.3
7.025,0.3
7.107,0.3
7.212,0.3
7.32,0.3
7.387,0.3
7.484,0.3
7.581,0.3
7.672,0.3
7.764,0.3
7.855,0.3
7.948,0.3
8.043,0.3
8.131,0.3
8.225,0.3
8.321,0.3
8.409,0.3
8.508,0.3
8.627,0.3
8.768,0.3
8.785,0.3
8.881,0.3
8.985,0.3
9.068,0.3
9.16,0.3
9.264,0.3
9.346,0.3
9.434,0.3
9.523,0.3
