Thu Dec 19 2019 20:59:30 GMT-0800 (Pacific Standard Time)
Time (s),Weight (?)
0.048,0.4
0.137,0.5
0.239,0.5
0.335,0.5
0.431,0.6
0.528,0.6
0.625,2.2
0.738,29.8
0.825,67.4
0.918,72.1
1.018,71.6
1.112,71.3
1.213,71.7
1.308,73.3
1.409,76.2
1.503,79.0
1.605,81.9
1.702,85.7
1.799,90.1
1.895,94.4
1.997,98.1
2.095,101.9
2.191,105.8
2.286,109.2
2.383,112.4
2.481,115.2
2.584,118.0
2.678,120.6
2.777,123.0
2.873,125.4
2.996,127.4
3.074,129.3
3.169,131.1
3.263,132.7
3.364,134.2
3.478,135.5
3.56,136.7
3.656,137.8
3.757,138.5
3.852,139.2
3.948,139.8
4.046,140.2
4.148,140.6
4.245,140.8
4.343,141.0
4.44,141.2
4.544,141.3
4.637,141.4
4.732,141.5
4.827,141.5
4.924,141.6
5.024,141.6
5.122,141.7
5.217,141.7
5.318,141.6
5.416,141.7
5.516,141.6
5.612,141.7
5.709,141.7
5.805,141.6
5.91,141.6
6.025,141.6
6.103,141.7
6.203,141.7
6.297,141.6
6.421,141.6
6.5,141.6
6.659,141.6
6.693,141.6
6.79,141.6
6.881,141.5
6.98,141.5
7.08,141.5
7.174,141.5
7.272,141.4
7.374,141.5
7.471,141.5
7.566,141.4
7.664,141.4
7.764,140.9
7.859,140.2
7.959,140.2
8.061,140.2
8.152,140.3
8.253,140.3
8.348,140.3
8.448,140.4
8.549,140.3
8.651,140.4
8.741,140.3
8.837,140.3
8.934,140.3
9.037,140.2
9.13,140.2
9.236,140.3
9.327,140.2
9.428,140.2
9.522,140.2
9.622,140.2
9.718,140.2
9.819,140.2
9.916,140.2
10.01,140.2
10.11,140.1
10.211,140.1
10.306,140.1
10.402,140.1
10.502,140.1
10.6,140.0
10.721,140.1
10.795,140.0
10.889,140.0
10.987,140.0
11.085,139.9
11.186,140.0
11.284,139.9
11.383,139.9
11.475,139.9
11.573,139.9
11.674,139.9
11.772,139.9
11.866,139.8
11.969,139.8
12.064,139.8
12.165,139.8
12.259,139.8
12.358,139.8
12.456,139.8
12.553,139.7
