Fri Nov 29 2019 14:43:21 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.04,96.9
0.137,96.9
0.229,96.4
0.322,96.4
0.414,96.4
0.515,95.4
0.617,95.9
0.696,95.4
0.795,78.2
0.88,64.4
0.974,52.3
1.068,43.1
1.167,35.0
1.254,28.4
1.378,22.8
1.439,18.3
1.533,14.7
1.624,10.6
1.719,8.1
1.82,6.1
1.907,3.5
1.998,2.5
2.093,1.0
2.184,0.5
2.278,-0.0
2.37,-0.0
2.463,-0.0
2.556,-0.5
2.65,-0.0
2.743,-0.5
2.848,-0.5
2.929,-0.0
3.023,-0.5
3.116,-0.0
3.209,1.5
3.302,-0.0
3.392,-0.5
3.487,-0.5
3.583,-0.0
3.673,-0.5
3.765,-0.0
3.863,-0.5
3.951,-0.0
4.044,-0.0
4.137,-0.5
4.235,-0.0
4.327,-0.5
4.415,-0.0
4.51,-0.0
4.608,-0.0
4.696,0.5
4.794,-0.0
4.887,-0.0
4.978,-0.0
5.073,-0.0
5.165,0.5
5.258,-0.0
5.352,-0.0
5.444,-0.0
5.547,-0.0
5.679,0.5
5.75,-2.6
5.816,0.5
5.912,-0.0
6.005,-0.0
6.096,-0.0
6.194,-0.0
6.282,0.5
6.372,-0.0
6.47,-0.0
6.559,0.5
6.657,-0.0
6.745,0.5
6.837,-0.0
6.938,-0.0
7.029,-0.0
7.121,-0.0
7.216,0.5
7.309,-0.0
7.399,0.5
7.491,-1.0
7.6,-0.0
7.683,-0.0
7.783,-0.0
7.872,0.5
7.961,-0.0
8.053,-0.0
8.145,-0.0
8.237,-0.0
8.332,0.5
8.425,0.5
8.518,-0.0
8.611,0.5
