Mon Dec 23 2019 18:38:21 GMT-0800 (Pacific Standard Time)
Time (s),Exit Temperature (Celsius)
0.088,NaN
0.278,NaN
0.499,NaN
0.681,NaN
1.052,NaN
1.074,NaN
1.256,NaN
1.453,NaN
1.665,NaN
1.847,NaN
2.035,NaN
2.413,NaN
2.434,NaN
2.657,NaN
2.853,NaN
3.024,NaN
3.243,NaN
3.625,NaN
3.654,NaN
3.812,NaN
3.995,NaN
4.19,NaN
4.385,NaN
4.84,NaN
4.86,NaN
5.007,NaN
5.166,NaN
5.36,NaN
5.559,NaN
5.755,NaN
5.992,NaN
6.268,NaN
6.347,NaN
6.538,NaN
6.736,NaN
6.928,NaN
7.223,NaN
7.44,NaN
7.513,NaN
7.708,NaN
7.904,NaN
8.135,NaN
8.314,NaN
8.5,NaN
8.805,NaN
8.887,NaN
9.082,NaN
9.305,NaN
9.488,NaN
9.669,NaN
9.969,NaN
10.065,NaN
10.25,NaN
10.479,NaN
10.653,NaN
