Wed Nov 27 2019 20:09:57 GMT-0800 (Pacific Standard Time)
Time (s),Prop Pressure (psig)
0.061,85.1
0.161,85.1
0.262,85.1
0.365,85.1
0.462,85.1
0.559,85.1
0.662,80.8
0.77,65.5
0.861,53.1
0.969,42.5
1.081,34.4
1.176,27.7
1.267,22.0
1.37,17.2
1.471,13.4
1.572,10.0
1.673,7.7
1.77,4.8
1.881,3.4
1.982,1.9
2.082,1.0
2.187,0.0
2.284,-0.5
2.383,-0.5
2.485,-6.7
2.587,-2.9
2.687,-0.5
2.79,-0.5
2.886,0.0
2.99,0.0
3.099,-0.5
3.194,-0.5
3.292,0.0
3.389,0.0
3.495,0.0
3.598,0.0
3.701,0.0
3.796,0.0
3.896,0.0
3.999,0.0
4.099,0.0
4.198,0.0
4.299,0.0
4.398,0.0
4.499,0.0
4.602,0.0
4.702,-0.5
4.799,0.0
4.907,0.0
5,0.0
5.108,0.0
5.258,0.0
5.308,0.0
5.402,0.0
5.506,0.0
5.603,0.0
5.704,0.0
5.804,0.5
5.906,0.0
6.007,0.5
6.107,0.0
6.208,0.0
6.307,0.5
6.409,0.5
6.509,0.5
6.618,0.5
6.71,0.5
6.811,0.5
6.907,0.5
7.011,0.5
7.113,0.5
7.219,0.5
7.312,0.5
7.412,0.5
7.518,0.0
7.613,0.0
7.714,0.0
7.815,0.0
7.917,0.0
8.015,0.5
8.115,0.0
8.218,0.0
8.32,0.5
8.431,0.0
8.519,0.0
